"GHO (CODE)","GHO (DISPLAY)","GHO (URL)","PUBLISHSTATE (CODE)","PUBLISHSTATE (DISPLAY)","PUBLISHSTATE (URL)","YEAR (CODE)","YEAR (DISPLAY)","YEAR (URL)","REGION (CODE)","REGION (DISPLAY)","REGION (URL)","COUNTRY (CODE)","COUNTRY (DISPLAY)","COUNTRY (URL)","ALCOHOLTYPE (CODE)","ALCOHOLTYPE (DISPLAY)","ALCOHOLTYPE (URL)","Display Value","Numeric","Low","High","Comments"
"SA_0000001398","Consumption of pure alcohol by type of beverage (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=462","PUBLISHED","Published","","2010","2010","","EUR","Europe","","DEU","Germany","","SA_SPIRITS","Spirits","","18.6","18.60000","","",""
"SA_0000001398","Consumption of pure alcohol by type of beverage (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=462","PUBLISHED","Published","","2010","2010","","AMR","Americas","","SUR","Suriname","","SA_OTHER_ALCOHOL","Other alcoholic beverages","","0.5","0.50000","","",""
"SA_0000001398","Consumption of pure alcohol by type of beverage (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=462","PUBLISHED","Published","","2010","2010","","EUR","Europe","","KGZ","Kyrgyzstan","","SA_WINE","Wine","","4.2","4.20000","","",""
"SA_0000001398","Consumption of pure alcohol by type of beverage (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=462","PUBLISHED","Published","","2010","2010","","EUR","Europe","","TJK","Tajikistan","","SA_BEER","Beer","","10.2","10.20000","","",""
"SA_0000001398","Consumption of pure alcohol by type of beverage (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=462","PUBLISHED","Published","","2010","2010","","EMR","Eastern Mediterranean","","JOR","Jordan","","SA_WINE","Wine","","2.1","2.10000","","",""
"SA_0000001398","Consumption of pure alcohol by type of beverage (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=462","PUBLISHED","Published","","2010","2010","","AFR","Africa","","ZAF","South Africa","","SA_SPIRITS","Spirits","","16.7","16.70000","","",""
"SA_0000001398","Consumption of pure alcohol by type of beverage (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=462","PUBLISHED","Published","","2010","2010","","WPR","Western Pacific","","LAO","Lao People's Democratic Republic","","SA_WINE","Wine","","0.0","0.00000","","",""
"SA_0000001398","Consumption of pure alcohol by type of beverage (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=462","PUBLISHED","Published","","2010","2010","","EUR","Europe","","KAZ","Kazakhstan","","SA_WINE","Wine","","3.1","3.10000","","",""
"SA_0000001398","Consumption of pure alcohol by type of beverage (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=462","PUBLISHED","Published","","2010","2010","","AFR","Africa","","SWZ","Swaziland","","SA_OTHER_ALCOHOL","Other alcoholic beverages","","65.0","65.00000","","",""
"SA_0000001398","Consumption of pure alcohol by type of beverage (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=462","PUBLISHED","Published","","2010","2010","","EUR","Europe","","SRB","Serbia","","SA_SPIRITS","Spirits","","24.6","24.60000","","",""
"SA_0000001398","Consumption of pure alcohol by type of beverage (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=462","PUBLISHED","Published","","2010","2010","","EUR","Europe","","ROU","Romania","","SA_OTHER_ALCOHOL","Other alcoholic beverages","","0.0","0.00000","","",""
"SA_0000001398","Consumption of pure alcohol by type of beverage (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=462","PUBLISHED","Published","","2010","2010","","AFR","Africa","","ETH","Ethiopia","","SA_OTHER_ALCOHOL","Other alcoholic beverages","","41.4","41.40000","","",""
"SA_0000001398","Consumption of pure alcohol by type of beverage (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=462","PUBLISHED","Published","","2010","2010","","EUR","Europe","","UKR","Ukraine","","SA_WINE","Wine","","9.0","9.00000","","",""
"SA_0000001398","Consumption of pure alcohol by type of beverage (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=462","PUBLISHED","Published","","2010","2010","","AFR","Africa","","ZMB","Zambia","","SA_BEER","Beer","","22.7","22.70000","","",""
"SA_0000001398","Consumption of pure alcohol by type of beverage (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=462","PUBLISHED","Published","","2010","2010","","AMR","Americas","","PER","Peru","","SA_WINE","Wine","","6.1","6.10000","","",""
"SA_0000001398","Consumption of pure alcohol by type of beverage (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=462","PUBLISHED","Published","","2010","2010","","EUR","Europe","","GBR","United Kingdom of Great Britain and Northern Ireland","","SA_SPIRITS","Spirits","","21.8","21.80000","","",""
"SA_0000001398","Consumption of pure alcohol by type of beverage (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=462","PUBLISHED","Published","","2010","2010","","WPR","Western Pacific","","KHM","Cambodia","","SA_OTHER_ALCOHOL","Other alcoholic beverages","","0.0","0.00000","","",""
"SA_0000001398","Consumption of pure alcohol by type of beverage (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=462","PUBLISHED","Published","","2010","2010","","EUR","Europe","","SVN","Slovenia","","SA_WINE","Wine","","46.9","46.90000","","",""
"SA_0000001398","Consumption of pure alcohol by type of beverage (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=462","PUBLISHED","Published","","2010","2010","","AFR","Africa","","NGA","Nigeria","","SA_OTHER_ALCOHOL","Other alcoholic beverages","","90.7","90.70000","","",""
"SA_0000001398","Consumption of pure alcohol by type of beverage (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=462","PUBLISHED","Published","","2010","2010","","AFR","Africa","","UGA","Uganda","","SA_BEER","Beer","","9.4","9.40000","","",""
"SA_0000001398","Consumption of pure alcohol by type of beverage (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=462","PUBLISHED","Published","","2010","2010","","EUR","Europe","","CYP","Cyprus","","SA_BEER","Beer","","40.9","40.90000","","",""
"SA_0000001398","Consumption of pure alcohol by type of beverage (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=462","PUBLISHED","Published","","2010","2010","","EMR","Eastern Mediterranean","","OMN","Oman","","SA_BEER","Beer","","54.6","54.60000","","",""
"SA_0000001398","Consumption of pure alcohol by type of beverage (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=462","PUBLISHED","Published","","2010","2010","","AMR","Americas","","CHL","Chile","","SA_BEER","Beer","","29.9","29.90000","","",""
"SA_0000001398","Consumption of pure alcohol by type of beverage (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=462","PUBLISHED","Published","","2010","2010","","AMR","Americas","","GUY","Guyana","","SA_BEER","Beer","","23.0","23.00000","","",""
"SA_0000001398","Consumption of pure alcohol by type of beverage (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=462","PUBLISHED","Published","","2010","2010","","EUR","Europe","","BGR","Bulgaria","","SA_SPIRITS","Spirits","","44.1","44.10000","","",""
"SA_0000001398","Consumption of pure alcohol by type of beverage (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=462","PUBLISHED","Published","","2010","2010","","AFR","Africa","","BWA","Botswana","","SA_BEER","Beer","","56.0","56.00000","","",""
"SA_0000001398","Consumption of pure alcohol by type of beverage (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=462","PUBLISHED","Published","","2010","2010","","EUR","Europe","","NOR","Norway","","SA_SPIRITS","Spirits","","19.0","19.00000","","",""
"SA_0000001398","Consumption of pure alcohol by type of beverage (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=462","PUBLISHED","Published","","2010","2010","","AFR","Africa","","MDG","Madagascar","","SA_OTHER_ALCOHOL","Other alcoholic beverages","","0.0","0.00000","","",""
"SA_0000001398","Consumption of pure alcohol by type of beverage (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=462","PUBLISHED","Published","","2010","2010","","EMR","Eastern Mediterranean","","ARE","United Arab Emirates","","SA_SPIRITS","Spirits","","86.7","86.70000","","",""
"SA_0000001398","Consumption of pure alcohol by type of beverage (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=462","PUBLISHED","Published","","2010","2010","","WPR","Western Pacific","","WSM","Samoa","","SA_WINE","Wine","","16.6","16.60000","","",""
"SA_0000001398","Consumption of pure alcohol by type of beverage (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=462","PUBLISHED","Published","","2010","2010","","AFR","Africa","","GAB","Gabon","","SA_BEER","Beer","","68.3","68.30000","","",""
"SA_0000001398","Consumption of pure alcohol by type of beverage (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=462","PUBLISHED","Published","","2010","2010","","AMR","Americas","","USA","United States of America","","SA_WINE","Wine","","17.3","17.30000","","",""
"SA_0000001398","Consumption of pure alcohol by type of beverage (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=462","PUBLISHED","Published","","2010","2010","","AFR","Africa","","LSO","Lesotho","","SA_BEER","Beer","","51.3","51.30000","","",""
"SA_0000001398","Consumption of pure alcohol by type of beverage (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=462","PUBLISHED","Published","","2010","2010","","AFR","Africa","","TGO","Togo","","SA_SPIRITS","Spirits","","2.4","2.40000","","",""
"SA_0000001398","Consumption of pure alcohol by type of beverage (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=462","PUBLISHED","Published","","2010","2010","","AFR","Africa","","BDI","Burundi","","SA_OTHER_ALCOHOL","Other alcoholic beverages","","75.4","75.40000","","",""
"SA_0000001398","Consumption of pure alcohol by type of beverage (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=462","PUBLISHED","Published","","2010","2010","","EMR","Eastern Mediterranean","","JOR","Jordan","","SA_SPIRITS","Spirits","","75.4","75.40000","","",""
"SA_0000001398","Consumption of pure alcohol by type of beverage (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=462","PUBLISHED","Published","","2010","2010","","EUR","Europe","","DEU","Germany","","SA_OTHER_ALCOHOL","Other alcoholic beverages","","0.0","0.00000","","",""
"SA_0000001398","Consumption of pure alcohol by type of beverage (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=462","PUBLISHED","Published","","2010","2010","","EMR","Eastern Mediterranean","","KWT","Kuwait","","SA_OTHER_ALCOHOL","Other alcoholic beverages","","0.4","0.40000","","",""
"SA_0000001398","Consumption of pure alcohol by type of beverage (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=462","PUBLISHED","Published","","2010","2010","","AMR","Americas","","BOL","Bolivia (Plurinational State of)","","SA_BEER","Beer","","76.8","76.80000","","",""
"SA_0000001398","Consumption of pure alcohol by type of beverage (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=462","PUBLISHED","Published","","2010","2010","","AMR","Americas","","LCA","Saint Lucia","","SA_WINE","Wine","","12.6","12.60000","","",""
"SA_0000001398","Consumption of pure alcohol by type of beverage (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=462","PUBLISHED","Published","","2010","2010","","AFR","Africa","","NGA","Nigeria","","SA_SPIRITS","Spirits","","0.9","0.90000","","",""
"SA_0000001398","Consumption of pure alcohol by type of beverage (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=462","PUBLISHED","Published","","2010","2010","","EMR","Eastern Mediterranean","","TUN","Tunisia","","SA_WINE","Wine","","27.7","27.70000","","",""
"SA_0000001398","Consumption of pure alcohol by type of beverage (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=462","PUBLISHED","Published","","2010","2010","","AFR","Africa","","LSO","Lesotho","","SA_WINE","Wine","","0.2","0.20000","","",""
"SA_0000001398","Consumption of pure alcohol by type of beverage (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=462","PUBLISHED","Published","","2010","2010","","AFR","Africa","","ZAF","South Africa","","SA_OTHER_ALCOHOL","Other alcoholic beverages","","17.4","17.40000","","",""
"SA_0000001398","Consumption of pure alcohol by type of beverage (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=462","PUBLISHED","Published","","2010","2010","","WPR","Western Pacific","","KHM","Cambodia","","SA_BEER","Beer","","45.7","45.70000","","",""
"SA_0000001398","Consumption of pure alcohol by type of beverage (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=462","PUBLISHED","Published","","2010","2010","","AMR","Americas","","GTM","Guatemala","","SA_SPIRITS","Spirits","","56.3","56.30000","","",""
"SA_0000001398","Consumption of pure alcohol by type of beverage (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=462","PUBLISHED","Published","","2010","2010","","EMR","Eastern Mediterranean","","LBN","Lebanon","","SA_SPIRITS","Spirits","","52.4","52.40000","","",""
"SA_0000001398","Consumption of pure alcohol by type of beverage (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=462","PUBLISHED","Published","","2010","2010","","SEAR","South-East Asia","","BTN","Bhutan","","SA_SPIRITS","Spirits","","0.0","0.00000","","",""
"SA_0000001398","Consumption of pure alcohol by type of beverage (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=462","PUBLISHED","Published","","2010","2010","","EMR","Eastern Mediterranean","","SYR","Syrian Arab Republic","","SA_OTHER_ALCOHOL","Other alcoholic beverages","","0.0","0.00000","","",""
"SA_0000001398","Consumption of pure alcohol by type of beverage (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=462","PUBLISHED","Published","","2010","2010","","AMR","Americas","","CRI","Costa Rica","","SA_WINE","Wine","","4.7","4.70000","","",""
"SA_0000001398","Consumption of pure alcohol by type of beverage (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=462","PUBLISHED","Published","","2010","2010","","AFR","Africa","","SWZ","Swaziland","","SA_WINE","Wine","","0.8","0.80000","","",""
"SA_0000001398","Consumption of pure alcohol by type of beverage (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=462","PUBLISHED","Published","","2010","2010","","EUR","Europe","","BEL","Belgium","","SA_BEER","Beer","","49.2","49.20000","","",""
"SA_0000001398","Consumption of pure alcohol by type of beverage (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=462","PUBLISHED","Published","","2010","2010","","AMR","Americas","","LCA","Saint Lucia","","SA_SPIRITS","Spirits","","56.1","56.10000","","",""
"SA_0000001398","Consumption of pure alcohol by type of beverage (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=462","PUBLISHED","Published","","2010","2010","","EUR","Europe","","TJK","Tajikistan","","SA_SPIRITS","Spirits","","88.7","88.70000","","",""
"SA_0000001398","Consumption of pure alcohol by type of beverage (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=462","PUBLISHED","Published","","2010","2010","","EUR","Europe","","PRT","Portugal","","SA_WINE","Wine","","55.5","55.50000","","",""
"SA_0000001398","Consumption of pure alcohol by type of beverage (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=462","PUBLISHED","Published","","2010","2010","","WPR","Western Pacific","","KHM","Cambodia","","SA_WINE","Wine","","0.8","0.80000","","",""
"SA_0000001398","Consumption of pure alcohol by type of beverage (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=462","PUBLISHED","Published","","2010","2010","","AMR","Americas","","GTM","Guatemala","","SA_OTHER_ALCOHOL","Other alcoholic beverages","","0.2","0.20000","","",""
"SA_0000001398","Consumption of pure alcohol by type of beverage (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=462","PUBLISHED","Published","","2010","2010","","EMR","Eastern Mediterranean","","DJI","Djibouti","","SA_BEER","Beer","","23.2","23.20000","","",""
"SA_0000001398","Consumption of pure alcohol by type of beverage (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=462","PUBLISHED","Published","","2010","2010","","EUR","Europe","","MCO","Monaco","","SA_WINE","Wine","","No data","","","",""
"SA_0000001398","Consumption of pure alcohol by type of beverage (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=462","PUBLISHED","Published","","2010","2010","","EMR","Eastern Mediterranean","","EGY","Egypt","","SA_WINE","Wine","","5.4","5.40000","","",""
"SA_0000001398","Consumption of pure alcohol by type of beverage (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=462","PUBLISHED","Published","","2010","2010","","EUR","Europe","","GRC","Greece","","SA_BEER","Beer","","28.1","28.10000","","",""
"SA_0000001398","Consumption of pure alcohol by type of beverage (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=462","PUBLISHED","Published","","2010","2010","","AMR","Americas","","PER","Peru","","SA_SPIRITS","Spirits","","47.1","47.10000","","",""
"SA_0000001398","Consumption of pure alcohol by type of beverage (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=462","PUBLISHED","Published","","2010","2010","","EUR","Europe","","IRL","Ireland","","SA_WINE","Wine","","26.1","26.10000","","",""
"SA_0000001398","Consumption of pure alcohol by type of beverage (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=462","PUBLISHED","Published","","2010","2010","","AMR","Americas","","BOL","Bolivia (Plurinational State of)","","SA_SPIRITS","Spirits","","19.3","19.30000","","",""
"SA_0000001398","Consumption of pure alcohol by type of beverage (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=462","PUBLISHED","Published","","2010","2010","","AMR","Americas","","URY","Uruguay","","SA_BEER","Beer","","30.6","30.60000","","",""
"SA_0000001398","Consumption of pure alcohol by type of beverage (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=462","PUBLISHED","Published","","2010","2010","","EUR","Europe","","HRV","Croatia","","SA_BEER","Beer","","39.5","39.50000","","",""
"SA_0000001398","Consumption of pure alcohol by type of beverage (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=462","PUBLISHED","Published","","2010","2010","","AMR","Americas","","TTO","Trinidad and Tobago","","SA_WINE","Wine","","2.0","2.00000","","",""
"SA_0000001398","Consumption of pure alcohol by type of beverage (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=462","PUBLISHED","Published","","2010","2010","","AFR","Africa","","MDG","Madagascar","","SA_BEER","Beer","","56.0","56.00000","","",""
"SA_0000001398","Consumption of pure alcohol by type of beverage (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=462","PUBLISHED","Published","","2010","2010","","WPR","Western Pacific","","KIR","Kiribati","","SA_WINE","Wine","","2.2","2.20000","","",""
"SA_0000001398","Consumption of pure alcohol by type of beverage (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=462","PUBLISHED","Published","","2010","2010","","EUR","Europe","","CHE","Switzerland","","SA_OTHER_ALCOHOL","Other alcoholic beverages","","1.2","1.20000","","",""
"SA_0000001398","Consumption of pure alcohol by type of beverage (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=462","PUBLISHED","Published","","2010","2010","","WPR","Western Pacific","","COK","Cook Islands","","SA_WINE","Wine","","22.6","22.60000","","",""
"SA_0000001398","Consumption of pure alcohol by type of beverage (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=462","PUBLISHED","Published","","2010","2010","","AFR","Africa","","BWA","Botswana","","SA_OTHER_ALCOHOL","Other alcoholic beverages","","20.7","20.70000","","",""
"SA_0000001398","Consumption of pure alcohol by type of beverage (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=462","PUBLISHED","Published","","2010","2010","","EUR","Europe","","SRB","Serbia","","SA_WINE","Wine","","23.9","23.90000","","",""
"SA_0000001398","Consumption of pure alcohol by type of beverage (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=462","PUBLISHED","Published","","2010","2010","","AFR","Africa","","CIV","Cote d'Ivoire","","SA_SPIRITS","Spirits","","0.4","0.40000","","",""
"SA_0000001398","Consumption of pure alcohol by type of beverage (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=462","PUBLISHED","Published","","2010","2010","","AFR","Africa","","GNQ","Equatorial Guinea","","SA_OTHER_ALCOHOL","Other alcoholic beverages","","0.0","0.00000","","",""
"SA_0000001398","Consumption of pure alcohol by type of beverage (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=462","PUBLISHED","Published","","2010","2010","","EUR","Europe","","MDA","Republic of Moldova","","SA_WINE","Wine","","5.1","5.10000","","",""
"SA_0000001398","Consumption of pure alcohol by type of beverage (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=462","PUBLISHED","Published","","2010","2010","","EUR","Europe","","BGR","Bulgaria","","SA_BEER","Beer","","39.3","39.30000","","",""
"SA_0000001398","Consumption of pure alcohol by type of beverage (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=462","PUBLISHED","Published","","2010","2010","","AFR","Africa","","GMB","Gambia","","SA_BEER","Beer","","5.6","5.60000","","",""
"SA_0000001398","Consumption of pure alcohol by type of beverage (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=462","PUBLISHED","Published","","2010","2010","","AMR","Americas","","GRD","Grenada","","SA_OTHER_ALCOHOL","Other alcoholic beverages","","0.2","0.20000","","",""
"SA_0000001398","Consumption of pure alcohol by type of beverage (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=462","PUBLISHED","Published","","2010","2010","","AFR","Africa","","DZA","Algeria","","SA_WINE","Wine","","35.5","35.50000","","",""
"SA_0000001398","Consumption of pure alcohol by type of beverage (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=462","PUBLISHED","Published","","2010","2010","","EUR","Europe","","TUR","Turkey","","SA_BEER","Beer","","63.6","63.60000","","",""
"SA_0000001398","Consumption of pure alcohol by type of beverage (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=462","PUBLISHED","Published","","2010","2010","","EMR","Eastern Mediterranean","","SDN","Sudan","","SA_OTHER_ALCOHOL","Other alcoholic beverages","","78.5","78.50000","","",""
"SA_0000001398","Consumption of pure alcohol by type of beverage (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=462","PUBLISHED","Published","","2010","2010","","EUR","Europe","","IRL","Ireland","","SA_OTHER_ALCOHOL","Other alcoholic beverages","","7.1","7.10000","","",""
"SA_0000001398","Consumption of pure alcohol by type of beverage (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=462","PUBLISHED","Published","","2010","2010","","WPR","Western Pacific","","MHL","Marshall Islands","","SA_OTHER_ALCOHOL","Other alcoholic beverages","","No data","","","",""
"SA_0000001398","Consumption of pure alcohol by type of beverage (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=462","PUBLISHED","Published","","2010","2010","","WPR","Western Pacific","","NIU","Niue","","SA_SPIRITS","Spirits","","51.3","51.30000","","",""
"SA_0000001398","Consumption of pure alcohol by type of beverage (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=462","PUBLISHED","Published","","2010","2010","","EUR","Europe","","LTU","Lithuania","","SA_WINE","Wine","","7.8","7.80000","","",""
"SA_0000001398","Consumption of pure alcohol by type of beverage (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=462","PUBLISHED","Published","","2010","2010","","AMR","Americas","","MEX","Mexico","","SA_BEER","Beer","","75.7","75.70000","","",""
"SA_0000001398","Consumption of pure alcohol by type of beverage (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=462","PUBLISHED","Published","","2010","2010","","EUR","Europe","","SVN","Slovenia","","SA_SPIRITS","Spirits","","8.6","8.60000","","",""
"SA_0000001398","Consumption of pure alcohol by type of beverage (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=462","PUBLISHED","Published","","2010","2010","","EMR","Eastern Mediterranean","","BHR","Bahrain","","SA_SPIRITS","Spirits","","57.0","57.00000","","",""
"SA_0000001398","Consumption of pure alcohol by type of beverage (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=462","PUBLISHED","Published","","2010","2010","","AFR","Africa","","COM","Comoros","","SA_SPIRITS","Spirits","","54.6","54.60000","","",""
"SA_0000001398","Consumption of pure alcohol by type of beverage (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=462","PUBLISHED","Published","","2010","2010","","EUR","Europe","","CZE","Czech Republic","","SA_OTHER_ALCOHOL","Other alcoholic beverages","","0.0","0.00000","","",""
"SA_0000001398","Consumption of pure alcohol by type of beverage (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=462","PUBLISHED","Published","","2010","2010","","AFR","Africa","","ZAF","South Africa","","SA_BEER","Beer","","48.1","48.10000","","",""
"SA_0000001398","Consumption of pure alcohol by type of beverage (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=462","PUBLISHED","Published","","2010","2010","","AMR","Americas","","BOL","Bolivia (Plurinational State of)","","SA_OTHER_ALCOHOL","Other alcoholic beverages","","0.1","0.10000","","",""
"SA_0000001398","Consumption of pure alcohol by type of beverage (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=462","PUBLISHED","Published","","2010","2010","","EUR","Europe","","LTU","Lithuania","","SA_BEER","Beer","","46.5","46.50000","","",""
"SA_0000001398","Consumption of pure alcohol by type of beverage (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=462","PUBLISHED","Published","","2010","2010","","AMR","Americas","","PER","Peru","","SA_OTHER_ALCOHOL","Other alcoholic beverages","","0.0","0.00000","","",""
"SA_0000001398","Consumption of pure alcohol by type of beverage (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=462","PUBLISHED","Published","","2010","2010","","AFR","Africa","","MDG","Madagascar","","SA_WINE","Wine","","9.5","9.50000","","",""
"SA_0000001398","Consumption of pure alcohol by type of beverage (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=462","PUBLISHED","Published","","2010","2010","","AFR","Africa","","BFA","Burkina Faso","","SA_SPIRITS","Spirits","","3.1","3.10000","","",""
